gene_id	degree	weakly_connected	gene_name_lnctard	gene_name_corrected	gene_type_lnctard	gene_type_corrected
ENSG00000016082	1	True	ISL1	ISL1	transcription_factor	transcription_factor
ENSG00000207611	1	True	MIR149	MIR149	miRNA	miRNA
ENSG00000023318	1	True	ERP44	ERP44	protein_coding	protein_coding
ENSG00000163577	1	True	EIF5A2	EIF5A2	protein_coding	protein_coding
	1	True	miR-92a		miRNA	
ENSG00000121152	1	True	NCAPH	NCAPH	protein_coding	protein_coding
ENSG00000066279	1	True	ASPM	ASPM	protein_coding	protein_coding
ENSG00000088247	1	True	KHSRP	KHSRP	protein_coding	protein_coding
ENSG00000090889	1	True	KIF4A	KIF4A	protein_coding	protein_coding
ENSG00000149257	1	True	SERPINH1	SERPINH1	protein_coding	protein_coding
ENSG00000153046	1	True	CDYL	CDYL	protein_coding	protein_coding
ENSG00000124216	1	True	Snail1	SNAI1	protein_coding	protein_coding
ENSG00000019549	1	True	Snail2	SNAI2	protein_coding	protein_coding
ENSG00000162772	1	True	ATF3	ATF3	transcription_factor	transcription_factor
ENSG00000207980	1	True	miR-23a-3p	MIR23A	miRNA	miRNA
ENSG00000146731	1	True	CCT6A	CCT6A	protein_coding	protein_coding
ENSG00000185950	1	True	IRS2	IRS2	protein_coding	protein_coding
ENSG00000207744	1	True	MIR10B	MIR10B	miRNA	miRNA
ENSG00000125398	1	True	SRY-box9	SOX9	protein_coding	protein_coding
ENSG00000137193	1	True	Pim-1	PIM1	protein_coding	protein_coding
ENSG00000175063	1	True	UBE2C	UBE2C	protein_coding	protein_coding
ENSG00000075218	1	True	GTSE1	GTSE1	protein_coding	protein_coding
ENSG00000207584	1	True	MIR196B		miRNA	
ENSG00000007168	1	True	PAFAH1B1	PAFAH1B1	protein_coding	protein_coding
ENSG00000265867	1	True	MIR4516	MIR4516	miRNA	miRNA
ENSG00000163888	1	True	CAMK2N2	CAMK2N2	protein_coding	protein_coding
ENSG00000110492	1	True	MDK	MDK	protein_coding	protein_coding
ENSG00000221203	1	True	MIR1262	MIR1262	miRNA	miRNA
ENSG00000188064	1	True	WNT7B	WNT7B	protein_coding	protein_coding
ENSG00000175592	1	True	FOSL1	FOSL1	transcription_factor	transcription_factor
ENSG00000127445	1	True	PIN1	PIN1	protein_coding	protein_coding
ENSG00000149658	1	True	YTHDF1	YTHDF1	protein_coding	protein_coding
ENSG00000136048	1	True	DRAM1	DRAM1	protein_coding	protein_coding
ENSG00000121022	1	True	COPS5	COPS5	protein_coding	protein_coding
ENSG00000109805	1	True	NCAPG	NCAPG	protein_coding	protein_coding
ENSG00000095015	1	True	MAP3K1	MAP3K1	protein_coding	protein_coding
	1	True	NFkB		protein_coding	
ENSG00000137804	1	True	NUSAP1	NUSAP1	protein_coding	protein_coding
ENSG00000207779	1	True	miR-15b-5p	MIR15B	miRNA	miRNA
ENSG00000182628	1	True	SKA2	SKA2	protein_coding	protein_coding
ENSG00000284219	1	True	MIR202	MIR202	miRNA	miRNA
ENSG00000120690	1	True	ELF1	ELF1	transcription_factor	transcription_factor
ENSG00000260770	1	True	NKIRAS2		protein_coding	
ENSG00000128245	1	True	YWHAH	YWHAH	protein_coding	protein_coding
ENSG00000198742	1	True	SMURF1	SMURF1	protein_coding	protein_coding
ENSG00000176619	1	True	LMNB2	LMNB2	protein_coding	protein_coding
ENSG00000179528	1	True	LBX2	LBX2	transcription_factor	transcription_factor
ENSG00000114166	1	True	KAT2B	KAT2B	protein_coding	protein_coding
ENSG00000131153	1	True	GINS2	GINS2	protein_coding	protein_coding
ENSG00000207554	1	True	MIR647	MIR647	miRNA	miRNA
ENSG00000082153	1	True	BZW1	BZW1	protein_coding	protein_coding
ENSG00000265258	1	True	MIR4686	MIR4686	miRNA	miRNA
ENSG00000211997	1	True	MIR708	MIR708	miRNA	miRNA
ENSG00000138448	1	True	ITGAV	ITGAV	protein_coding	protein_coding
ENSG00000130826	1	True	DKC1	DKC1	protein_coding	protein_coding
ENSG00000131023	1	True	LAST1	LATS1	protein_coding	protein_coding
ENSG00000150457	1	True	LAST2	LATS2	protein_coding	protein_coding
ENSG00000164400	1	True	CSF2	CSF2	protein_coding	protein_coding
ENSG00000172156	1	True	CCL11	CCL11	protein_coding	protein_coding
ENSG00000207721	1	True	hsa-miR-186-5p	MIR186	miRNA	miRNA
ENSG00000115419	1	True	glutaminase	GLS	protein_coding	protein_coding
ENSG00000199036	1	True	MIR219A1	MIR219A1	miRNA	miRNA
	1	True	DE5RT		protein_coding	
ENSG00000227231	1	True	IER3	IER3	protein_coding	protein_coding
	1	True	RBG2		protein_coding	
ENSG00000108840	1	True	HDAC5	HDAC5	protein_coding	protein_coding
ENSG00000207729	1	True	miR-556-3p	MIR556	miRNA	miRNA
ENSG00000137834	1	True	SMAD6	SMAD6	transcription_factor	transcription_factor
ENSG00000260596	1	True	DUX4	DUX4	protein_coding	protein_coding
ENSG00000174282	1	True	ZBTB4	ZBTB4	transcription_factor	transcription_factor
ENSG00000146072	1	True	TNFRSF21	TNFRSF21	protein_coding	protein_coding
ENSG00000144840	1	True	RABL3	RABL3	protein_coding	protein_coding
ENSG00000122862	1	True	SRGN	SRGN	protein_coding	protein_coding
ENSG00000116711	1	True	PLA2G4A	PLA2G4A	protein_coding	protein_coding
	1	True	miR-513a-5p		miRNA	
ENSG00000266975	1	True	FARSA-AS1	FARSA-AS1	lncRNA	lncRNA
ENSG00000152977	1	True	ZIC1	ZIC1	transcription_factor	transcription_factor
ENSG00000153201	1	True	RANBP2	RANBP2	protein_coding	protein_coding
ENSG00000138741	1	True	TRPC3	TRPC3	protein_coding	protein_coding
ENSG00000179115	1	True	FARSA	FARSA	protein_coding	protein_coding
ENSG00000161638	1	True	ITGA5	ITGA5	protein_coding	protein_coding
ENSG00000284485	1	True	MIR205	MIR205	miRNA	miRNA
ENSG00000283289	1	True	miR-524-5p	MIR524	miRNA	miRNA
ENSG00000089248	1	True	ERP29	ERP29	protein_coding	protein_coding
ENSG00000198925	1	True	ATG9A	ATG9A	protein_coding	protein_coding
ENSG00000284353	1	True	miR-142-5p	MIR142	miRNA	miRNA
ENSG00000072803	1	True	FBXW11	FBXW11	protein_coding	protein_coding
ENSG00000143514	1	True	TP53BP2	TP53BP2	protein_coding	protein_coding
ENSG00000263785	1	True	MIR3182	MIR3182	miRNA	miRNA
ENSG00000100030	1	True	Erk	MAPK1	protein_coding	protein_coding
ENSG00000117614	1	True	SYF2	SYF2	protein_coding	protein_coding
ENSG00000164778	1	True	EN2	EN2	transcription_factor	transcription_factor
ENSG00000128567	1	True	PODXL	PODXL	protein_coding	protein_coding
ENSG00000066336	1	True	SPI1	SPI1	transcription_factor	transcription_factor
ENSG00000138496	1	True	PARP9	PARP9	protein_coding	protein_coding
ENSG00000158092	1	True	NCK1	NCK1	protein_coding	protein_coding
ENSG00000138623	1	True	SEMA7A	SEMA7A	protein_coding	protein_coding
ENSG00000147099	1	True	HDAC8	HDAC8	protein_coding	protein_coding
ENSG00000165949	1	True	IFI27	IFI27	protein_coding	protein_coding
ENSG00000140391	1	True	TSPAN3	TSPAN3	protein_coding	protein_coding
ENSG00000160131	1	True	VMA21	VMA21	protein_coding	protein_coding
ENSG00000238728	1	True	MIR1972-1	MIR1972-1	miRNA	miRNA
	1	True	Foxa3a		protein_coding	
ENSG00000173976	1	True	RAX2	RAX2	transcription_factor	transcription_factor
ENSG00000162733	1	True	DDR2	DDR2	protein_coding	protein_coding
ENSG00000207656	1	True	miR-489-3p	MIR489	miRNA	miRNA
ENSG00000207781	1	True	miR-625-5p	MIR625	miRNA	miRNA
ENSG00000176788	1	True	BASP1	BASP1	protein_coding	protein_coding
ENSG00000106571	1	True	GLI3	GLI3	transcription_factor	transcription_factor
ENSG00000076770	1	True	MBNL3	MBNL3	protein_coding	protein_coding
ENSG00000168961	1	True	galectin-9	LGALS9	protein_coding	protein_coding
ENSG00000259958	1	True	GCN5		protein_coding	
ENSG00000141522	1	True	ARHGDIA	ARHGDIA	protein_coding	protein_coding
ENSG00000128564	1	True	VGF	VGF	protein_coding	protein_coding
	1	True	RhoGD		protein_coding	
ENSG00000055044	1	True	NOP58	NOP58	protein_coding	protein_coding
ENSG00000147689	1	True	FAM83A	FAM83A	protein_coding	protein_coding
ENSG00000065268	1	True	WDR18	WDR18	protein_coding	protein_coding
ENSG00000265418	1	True	MIR4261	MIR4261	miRNA	miRNA
ENSG00000207594	1	True	miR-520a-3p	MIR520A	miRNA	miRNA
ENSG00000248441	1	True	LETR1	LETR1	lncRNA	lncRNA
ENSG00000124574	1	True	ABCC10	ABCC10	protein_coding	protein_coding
ENSG00000120093	1	True	HOXB3	HOXB3	transcription_factor	transcription_factor
ENSG00000147133	1	True	TAF1	TAF1	protein_coding	protein_coding
ENSG00000108439	1	True	PNPO	PNPO	protein_coding	protein_coding
ENSG00000088832	1	True	FKBP1A	FKBP1A	protein_coding	protein_coding
ENSG00000163993	1	True	S100P	S100P	protein_coding	protein_coding
ENSG00000165097	1	True	KDM1B	KDM1B	protein_coding	protein_coding
ENSG00000211524	1	True	MIR718		miRNA	
ENSG00000120708	1	True	TGFbetaI	TGFBI	protein_coding	protein_coding
	1	True	miR-7-5P		miRNA	
ENSG00000155111	1	True	CDK19	CDK19	protein_coding	protein_coding
ENSG00000283904	1	True	miRNA-155	MIR155	miRNA	miRNA
ENSG00000105856	1	True	HBP1	HBP1	transcription_factor	transcription_factor
ENSG00000125618	1	True	PAX8	PAX8	transcription_factor	transcription_factor
ENSG00000283556	1	True	miR-376b-3p	MIR376B	miRNA	miRNA
ENSG00000265201	1	True	miR-4677-3p	MIR4677	miRNA	miRNA
ENSG00000272036	1	True	miR-139-5p	MIR139	miRNA	miRNA
ENSG00000199059	1	True	miR-135b-5p	MIR135B	miRNA	miRNA
ENSG00000254462	1	True	TMX2-CTNND1		protein_coding	
ENSG00000208009	1	True	miR-130a-5p	MIR130A	miRNA	miRNA
ENSG00000180233	1	True	ZNRF2	ZNRF2	protein_coding	protein_coding
ENSG00000170581	1	True	STAT2	STAT2	transcription_factor	transcription_factor
ENSG00000052850	1	True	ALX4	ALX4	transcription_factor	transcription_factor
ENSG00000064225	1	True	ST3GAL6	ST3GAL6	protein_coding	protein_coding
ENSG00000017373	1	True	SRCIN1		protein_coding	
ENSG00000167770	1	True	OTUB1	OTUB1	protein_coding	protein_coding
ENSG00000158023	1	True	CFAP251	CFAP251	protein_coding	protein_coding
ENSG00000076604	1	True	TRAF4	TRAF4	protein_coding	protein_coding
ENSG00000007944	1	True	MYLIP	MYLIP	protein_coding	protein_coding
ENSG00000148677	1	True	ANKRD1	ANKRD1	protein_coding	protein_coding
ENSG00000172493	1	True	AFF1	AFF1	transcription_factor	transcription_factor
ENSG00000102996	1	True	MMP15	MMP15	protein_coding	protein_coding
ENSG00000132688	1	True	Nestin	NES	protein_coding	protein_coding
ENSG00000035664	1	True	DRP1	DAPK2	protein_coding	protein_coding
ENSG00000199023	1	True	miR-339-5p	MIR339	miRNA	miRNA
ENSG00000284536	1	True	MIR17	MIR17	miRNA	miRNA
ENSG00000207944	1	True	miR-547-5p	MIR574	miRNA	miRNA
ENSG00000283733	1	True	miR-146-a	MIR146A	miRNA	miRNA
ENSG00000207698	1	True	MIR32	MIR32	miRNA	miRNA
ENSG00000283441	1	True	MIR499B	MIR499B	miRNA	miRNA
ENSG00000113140	1	True	SPARC	SPARC	protein_coding	protein_coding
ENSG00000199169	1	True	MIR367	MIR367	miRNA	miRNA
ENSG00000154305	1	True	MIA3	MIA3	protein_coding	protein_coding
ENSG00000146592	1	True	CREB5	CREB5	transcription_factor	transcription_factor
ENSG00000181847	1	True	TIGIT	TIGIT	protein_coding	protein_coding
	1	True	QKI-5		protein_coding	
ENSG00000115353	1	True	TACR1	TACR1	protein_coding	protein_coding
	1	True	miR-133		miRNA	
ENSG00000265483	1	True	MIR4443	MIR4443	miRNA	miRNA
ENSG00000108821	1	True	alpha-1 type I collagen	COL1A1	protein_coding	protein_coding
	1	True	fibronectin		protein_coding	
ENSG00000172292	1	True	CERS6	CERS6	transcription_factor	transcription_factor
ENSG00000199053	1	True	miR-324-5p	MIR324	miRNA	miRNA
ENSG00000213085	1	True	CFAP45	CFAP45	protein_coding	protein_coding
ENSG00000109906	1	True	ZBTB16	ZBTB16	transcription_factor	transcription_factor
ENSG00000107643	1	True	p-JNK	MAPK8	protein_coding	protein_coding
ENSG00000283736	1	True	MIR484	MIR484	miRNA	miRNA
ENSG00000137275	1	True	RIPK1	RIPK1	protein_coding	protein_coding
ENSG00000129465	1	True	RIPK3	RIPK3	protein_coding	protein_coding
ENSG00000180871	1	True	CXCR2	CXCR2	protein_coding	protein_coding
ENSG00000132382	1	True	MYBBP1A	MYBBP1A	protein_coding	protein_coding
ENSG00000160202	1	True	CRYAA	CRYAA	protein_coding	protein_coding
ENSG00000130234	1	True	ACE2	ACE2	protein_coding	protein_coding
ENSG00000126432	1	True	PRDX5	PRDX5	protein_coding	protein_coding
ENSG00000269897	1	True	COMMD3-BMI1	COMMD3-BMI1	protein_coding	protein_coding
ENSG00000127334	1	True	DYRK2	DYRK2	protein_coding	protein_coding
ENSG00000053254	1	True	FOXN3	FOXN3	transcription_factor	transcription_factor
	1	True	miR-16-5p		miRNA	
ENSG00000235754	1	True	APOM	APOM	protein_coding	protein_coding
ENSG00000207691	1	True	miR-183-5p	MIR183	miRNA	miRNA
ENSG00000105855	1	True	ITGB8	ITGB8	protein_coding	protein_coding
ENSG00000186575	1	True	NF2	NF2	protein_coding	protein_coding
ENSG00000125249	1	True	RAP2A	RAP2A	protein_coding	protein_coding
ENSG00000184634	1	True	MED12	MED12	protein_coding	protein_coding
ENSG00000013297	1	True	CLDN11	CLDN11	protein_coding	protein_coding
ENSG00000134057	1	True	Cyclin B1	CCNB1	protein_coding	protein_coding
ENSG00000211514	1	True	MIR454	MIR454	miRNA	miRNA
ENSG00000113360	1	True	DROSHA	DROSHA	protein_coding	protein_coding
ENSG00000207702	1	True	miR-211-5p	MIR211	miRNA	miRNA
ENSG00000148773	1	True	Ki-67	MKI67	protein_coding	protein_coding
ENSG00000095002	1	True	MSH2	MSH2	protein_coding	protein_coding
ENSG00000114251	1	True	Wnt-5a	WNT5A	protein_coding	protein_coding
ENSG00000103522	1	True	IL-21R	IL21R	protein_coding	protein_coding
ENSG00000144891	1	True	AT1R	AGTR1	protein_coding	protein_coding
ENSG00000284043	1	True	miR-20b-3p	MIR20B	miRNA	miRNA
ENSG00000188064	1	True	Wnt-7b	WNT7B	protein_coding	protein_coding
ENSG00000261706	1	True	LINC00165	LINC00165	lncRNA	lncRNA
ENSG00000283785	1	True	miR-15a	MIR15A	miRNA	miRNA
ENSG00000207779	1	True	miR-15b	MIR15B	miRNA	miRNA
	1	True	Wnt/beta-catenin		protein_coding	
ENSG00000207990	1	True	MIR182	MIR182	miRNA	miRNA
ENSG00000140538	1	True	NTRK3	NTRK3	protein_coding	protein_coding
ENSG00000128652	1	True	HOXD3	HOXD3	transcription_factor	transcription_factor
ENSG00000101384	1	True	Jagged-1	JAG1	protein_coding	protein_coding
ENSG00000181652	1	True	ATG9B	ATG9B	protein_coding	protein_coding
ENSG00000115935	1	True	WIPF1	WIPF1	protein_coding	protein_coding
ENSG00000171241	1	True	SHCBP1	SHCBP1	protein_coding	protein_coding
ENSG00000207935	1	True	MIR204	MIR204	miRNA	miRNA
ENSG00000129484	1	True	PARP2	PARP2	protein_coding	protein_coding
	1	True	miR-7-5p		miRNA	
ENSG00000272458	1	True	miR-432-5p	MIR432	miRNA	miRNA
ENSG00000107164	1	True	FUBP3	FUBP3	protein_coding	protein_coding
ENSG00000207712	1	True	MIR627	MIR627	miRNA	miRNA
ENSG00000162344	1	True	FGF19	FGF19	protein_coding	protein_coding
ENSG00000198911	1	True	SREBF2	SREBF2	transcription_factor	transcription_factor
ENSG00000179776	1	True	VE-Cadherin	CDH5	protein_coding	protein_coding
ENSG00000265210	1	True	MIR4486	MIR4486	miRNA	miRNA
ENSG00000100097	1	True	Gal-1	LGALS1	protein_coding	protein_coding
ENSG00000184990	1	True	SIVA1	SIVA1	protein_coding	protein_coding
ENSG00000130772	1	True	MED18	MED18	protein_coding	protein_coding
ENSG00000104689	1	True	TNFRSF10A	TNFRSF10A	protein_coding	protein_coding
ENSG00000264390	1	True	MIR4465	MIR4465	miRNA	miRNA
	1	True	miR-181		miRNA	
ENSG00000174963	1	True	ZIC4	ZIC4	transcription_factor	transcription_factor
ENSG00000091844	1	True	RGS17	RGS17	protein_coding	protein_coding
ENSG00000164330	1	True	EBF1	EBF1	transcription_factor	transcription_factor
ENSG00000106443	1	True	PHF14	PHF14	protein_coding	protein_coding
ENSG00000207782	1	True	miRNA-150	MIR150	miRNA	miRNA
ENSG00000123595	1	True	RAB9A	RAB9A	protein_coding	protein_coding
ENSG00000216133	1	True	MIR939		miRNA	
ENSG00000183010	1	True	PYCR1	PYCR1	protein_coding	protein_coding
ENSG00000122861	1	True	PLAU	PLAU	protein_coding	protein_coding
ENSG00000100220	1	True	RTCB	RTCB	protein_coding	protein_coding
ENSG00000088325	1	True	TPX2	TPX2	protein_coding	protein_coding
	1	True	miR-135a-5p		miRNA	
ENSG00000128590	1	True	DNAJB9	DNAJB9	protein_coding	protein_coding
ENSG00000283871	1	True	miR-130b-3p	MIR130B	miRNA	miRNA
	1	True	miR-329-3p		miRNA	
ENSG00000139800	1	True	ZIC5	ZIC5	transcription_factor	transcription_factor
ENSG00000102145	1	True	GATA1	GATA1	transcription_factor	transcription_factor
ENSG00000183840	1	True	GPR39	GPR39	protein_coding	protein_coding
ENSG00000174444	1	True	RPL4	RPL4	protein_coding	protein_coding
ENSG00000122965	1	True	RBM19	RBM19	protein_coding	protein_coding
ENSG00000199032	1	True	MIR425	MIR425	miRNA	miRNA
ENSG00000125995	1	True	ROMO1	ROMO1	protein_coding	protein_coding
ENSG00000204628	1	True	RACK1	RACK1	protein_coding	protein_coding
ENSG00000153187	1	True	HNRNPU	HNRNPU	protein_coding	protein_coding
ENSG00000149485	1	True	FADS1	FADS1	protein_coding	protein_coding
ENSG00000181885	1	True	CLDN7	CLDN7	protein_coding	protein_coding
ENSG00000260195	1	True	EPHB6		protein_coding	
ENSG00000197063	1	True	MAFG	MAFG	transcription_factor	transcription_factor
ENSG00000131771	1	True	PPP1R1B	PPP1R1B	protein_coding	protein_coding
ENSG00000111341	1	True	MGP	MGP	protein_coding	protein_coding
ENSG00000163359	1	True	COL6A3	COL6A3	protein_coding	protein_coding
ENSG00000096060	1	True	FKBP5	FKBP5	protein_coding	protein_coding
ENSG00000057935	1	True	MTA3	MTA3	transcription_factor	transcription_factor
ENSG00000136068	1	True	FLNB	FLNB	protein_coding	protein_coding
ENSG00000137693	1	True	YAP2	YAP1	transcription_factor	transcription_factor
	1	True	H3K27me3		TF	
ENSG00000105281	1	True	SLC1A5	SLC1A5	protein_coding	protein_coding
ENSG00000110768	1	True	GTF2H1	GTF2H1	protein_coding	protein_coding
ENSG00000199151	1	True	miR-337-3p	MIR337	miRNA	miRNA
	1	True	FBOX11		protein_coding	
	1	True	HOXA		protein_coding	
ENSG00000263363	1	True	MIR5702	MIR5702	miRNA	miRNA
ENSG00000197747	1	True	S100A10	S100A10	protein_coding	protein_coding
ENSG00000168615	1	True	ADAM9	ADAM9	protein_coding	protein_coding
ENSG00000207631	1	True	MIR641	MIR641	miRNA	miRNA
ENSG00000132432	1	True	SEC61G	SEC61G	protein_coding	protein_coding
ENSG00000130311	1	True	DDA1	DDA1	protein_coding	protein_coding
ENSG00000132906	1	True	Capsase9	CASP9	protein_coding	protein_coding
ENSG00000197921	1	True	HES5	HES5	transcription_factor	transcription_factor
ENSG00000198211	1	True	TUBB3	ENSG00000198211	protein_coding	protein_coding
ENSG00000165806	1	True	Caspase7	CASP7	protein_coding	protein_coding
	1	True	PI3KR3		protein_coding	
ENSG00000137075	1	True	RNF38	RNF38	protein_coding	protein_coding
ENSG00000143013	1	True	LMO4	LMO4	protein_coding	protein_coding
ENSG00000171316	1	True	CHD7	CHD7	protein_coding	protein_coding
ENSG00000164056	1	True	SPRY1	SPRY1	protein_coding	protein_coding
ENSG00000118260	1	True	p-CREB	CREB1	protein_coding	protein_coding
ENSG00000107807	1	True	TLX1	TLX1	transcription_factor	transcription_factor
ENSG00000132589	1	True	FLOT2	FLOT2	protein_coding	protein_coding
ENSG00000109113	1	True	RAB34	RAB34	protein_coding	protein_coding
	1	True	miR-199a-3p		miRNA	
ENSG00000150093	1	True	integrinbeta1	ITGB1	protein_coding	protein_coding
ENSG00000262509	1	True	BLNK		protein_coding	
ENSG00000199020	1	True	MIR381	MIR381	miRNA	miRNA
ENSG00000105329	1	True	TGFbeta1	TGFB1	protein_coding	protein_coding
	1	True	DHT		protein_coding	
ENSG00000012171	1	True	SEMA3B	SEMA3B	protein_coding	protein_coding
ENSG00000172238	1	True	ATOH1	ATOH1	transcription_factor	transcription_factor
ENSG00000125148	1	True	MT2A	MT2A	protein_coding	protein_coding
	1	True	IGF2BPs		protein_coding	
	1	True	miR-19		miRNA	
	1	True	JAK		protein_coding	
ENSG00000170802	1	True	FOXN2	FOXN2	transcription_factor	transcription_factor
ENSG00000187837	1	True	H1-2	H1-2	protein_coding	protein_coding
ENSG00000126705	1	True	AHDC1	AHDC1	protein_coding	protein_coding
ENSG00000115657	1	True	ABC	ABCB6	protein_coding	protein_coding
ENSG00000102007	1	True	PLP2	PLP2	protein_coding	protein_coding
ENSG00000284043	1	True	miR-20b-5p	MIR20B	miRNA	miRNA
ENSG00000199031	1	True	miR-371a-5p	MIR371A	miRNA	miRNA
	1	True	miR-512-3p		miRNA	
ENSG00000196498	1	True	NCOR2	NCOR2	transcription_factor	transcription_factor
ENSG00000107614	1	True	TRDMT1	TRDMT1	protein_coding	protein_coding
ENSG00000165699	1	True	TSC1	TSC1	protein_coding	protein_coding
ENSG00000207604	1	True	MIR206	MIR206	miRNA	miRNA
ENSG00000131620	1	True	ANO1	ANO1	protein_coding	protein_coding
ENSG00000035664	1	True	DAPK2	DAPK2	protein_coding	protein_coding
ENSG00000135447	1	True	PPP1R1A	PPP1R1A	protein_coding	protein_coding
ENSG00000005882	1	True	PDK2	PDK2	protein_coding	protein_coding
ENSG00000142178	1	True	SIK1	SIK1	protein_coding	protein_coding
ENSG00000184956	1	True	MUC6	MUC6	protein_coding	protein_coding
ENSG00000198561	1	True	p120-catenin	CTNND1	protein_coding	protein_coding
	1	True	MUC1-C		protein_coding	
ENSG00000214114	1	True	MYCBP	MYCBP	protein_coding	protein_coding
ENSG00000137710	1	True	radixin	RDX	protein_coding	protein_coding
ENSG00000122359	1	True	ANXA11	ANXA11	protein_coding	protein_coding
ENSG00000100146	1	True	SOX10	SOX10	transcription_factor	transcription_factor
ENSG00000141569	1	True	TRIM65	TRIM65	protein_coding	protein_coding
ENSG00000178718	1	True	RPP25	RPP25	protein_coding	protein_coding
ENSG00000208036	1	True	miR-106b-5p	MIR106B	miRNA	miRNA
	1	True	WNT0A		protein_coding	
	1	True	WNT1A		protein_coding	
ENSG00000154839	1	True	SKA1	SKA1	protein_coding	protein_coding
ENSG00000157456	1	True	CCNB2	CCNB2	protein_coding	protein_coding
ENSG00000104738	1	True	MCM4	MCM4	protein_coding	protein_coding
ENSG00000168779	1	True	SHOX2	SHOX2	transcription_factor	transcription_factor
ENSG00000207949	1	True	MIR214		miRNA	
ENSG00000126778	1	True	SIX1	SIX1	transcription_factor	transcription_factor
ENSG00000213585	1	True	VDAC1	VDAC1	protein_coding	protein_coding
	1	True	TOP-FLASH		protein_coding	
	1	True	WNT2A		protein_coding	
ENSG00000148672	1	True	GDH1	GLUD1	protein_coding	protein_coding
ENSG00000087152	1	True	ATXN7L3	ATXN7L3	protein_coding	protein_coding
ENSG00000174903	1	True	RAB1B	RAB1B	protein_coding	protein_coding
ENSG00000182199	1	True	SHMT2	SHMT2	protein_coding	protein_coding
ENSG00000121807	1	True	CCR2	CCR2	protein_coding	protein_coding
ENSG00000198074	1	True	AKR1B10	AKR1B10	protein_coding	protein_coding
ENSG00000221983	1	True	UBA52	UBA52	protein_coding	protein_coding
ENSG00000179091	1	True	CYC1	CYC1	protein_coding	protein_coding
ENSG00000139687	1	True	PRB	RB1	protein_coding	protein_coding
ENSG00000067057	1	True	PFKP	PFKP	protein_coding	protein_coding
ENSG00000163909	1	True	HEYL	HEYL	transcription_factor	transcription_factor
ENSG00000172748	1	True	ZNF596	ZNF596	transcription_factor	transcription_factor
ENSG00000167749	1	True	KLK4	KLK4	protein_coding	protein_coding
ENSG00000183856	1	True	IQGAP3	IQGAP3	protein_coding	protein_coding
ENSG00000241839	1	True	PLEKHO2	PLEKHO2	protein_coding	protein_coding
ENSG00000105879	1	True	CBLL1	CBLL1	protein_coding	protein_coding
	1	True	VEGE-C		protein_coding	
ENSG00000064205	1	True	CCN5	CCN5	protein_coding	protein_coding
ENSG00000082512	1	True	TRAF5	TRAF5	protein_coding	protein_coding
ENSG00000134202	1	True	GSTM3	GSTM3	protein_coding	protein_coding
ENSG00000170801	1	True	HTRA3	HTRA3	protein_coding	protein_coding
	1	True	14-3-3alpha		protein_coding	
ENSG00000166913	1	True	14-3-3beta	YWHAB	protein_coding	protein_coding
ENSG00000023445	1	True	BIRC3	BIRC3	protein_coding	protein_coding
ENSG00000115875	1	True	SRSF7	SRSF7	protein_coding	protein_coding
ENSG00000120802	1	True	TMPO	TMPO	protein_coding	protein_coding
ENSG00000094916	1	True	CBX5	CBX5	protein_coding	protein_coding
ENSG00000108799	1	True	EZH1	EZH1	protein_coding	protein_coding
ENSG00000033170	1	True	FUT8	FUT8	protein_coding	protein_coding
	1	True	miR-365		miRNA	
	1	True	miR-1285-3p		miRNA	
ENSG00000207691	1	True	MIR183	MIR183	miRNA	miRNA
ENSG00000174775	1	True	HRAS	HRAS	protein_coding	protein_coding
ENSG00000170873	1	True	MTSS1	MTSS1	protein_coding	protein_coding
ENSG00000156970	1	True	BUB1B	BUB1B	protein_coding	protein_coding
ENSG00000123685	1	True	BATF3	BATF3	transcription_factor	transcription_factor
ENSG00000166402	1	True	TUB	TUB	transcription_factor	transcription_factor
ENSG00000166851	1	True	PLK1	PLK1	protein_coding	protein_coding
ENSG00000166965	1	True	RCCD1	RCCD1	protein_coding	protein_coding
ENSG00000157765	1	True	SLC34A2	SLC34A2	protein_coding	protein_coding
ENSG00000156508	1	True	EEF1A1	EEF1A1	protein_coding	protein_coding
ENSG00000207726	1	True	MIR455	MIR455	miRNA	miRNA
ENSG00000162493	1	True	PDPN	PDPN	protein_coding	protein_coding
ENSG00000172167	1	True	MTBP	MTBP	protein_coding	protein_coding
ENSG00000208005	1	True	miR-503-5p	MIR503	miRNA	miRNA
ENSG00000267467	1	True	APOC4	APOC4	protein_coding	protein_coding
ENSG00000115758	1	True	ODC1	ODC1	protein_coding	protein_coding
ENSG00000213965	1	True	NUDT19	NUDT19	protein_coding	protein_coding
ENSG00000181722	1	True	ZBTB20	ZBTB20	transcription_factor	transcription_factor
ENSG00000186009	1	True	ATP4B	ATP4B	protein_coding	protein_coding
ENSG00000117152	1	True	RGS4	RGS4	protein_coding	protein_coding
ENSG00000207614	1	True	miR-193a-5p	MIR193A	miRNA	miRNA
ENSG00000011258	1	True	MBTD1	MBTD1	protein_coding	protein_coding
ENSG00000166825	1	True	ANPEP	ANPEP	protein_coding	protein_coding
ENSG00000233608	1	True	TWIST2	TWIST2	transcription_factor	transcription_factor
ENSG00000163884	1	True	KLF15	KLF15	transcription_factor	transcription_factor
ENSG00000104290	1	True	FZD3	FZD3	protein_coding	protein_coding
ENSG00000109787	1	True	KLF3	KLF3	transcription_factor	transcription_factor
