gene_id	entrez_id	gene_name_lnctard	gene_type_lnctard	gene_name_gencode	gene_type_gencode	gene_name_homosapiens	gene_type_homosapiens
ENSG00000214575	64506	CPEB1	protein_coding			CPEB1	protein_coding
		lncWDR59	lncRNA				
		miR-199b	miRNA				
ENSG00000108576	6532	SLC6A4	protein_coding			SLC6A4	protein_coding
ENSG00000143799	142	PARP1	protein_coding			PARP1	protein_coding
		miR-137	miRNA				
ENSG00000111344	8437	RASAL1	protein_coding			RASAL1	protein_coding
		miR-221	miRNA				
ENSG00000055917	23369	PUM2	protein_coding			PUM2	protein_coding
ENSG00000176697	627	BDNF	protein_coding			BDNF	protein_coding
ENSG00000007372	5080	PAX6	TF			PAX6	protein_coding
ENSG00000072310	6720	SREBF1	TF			SREBF1	protein_coding
ENSG00000011304	5725	PTBP1	protein_coding			PTBP1	protein_coding
		miR-382-5p	miRNA				
		miR-575	miRNA				
ENSG00000026103	355	FAS	protein_coding			FAS	protein_coding
ENSG00000160211	2539	G6PD	protein_coding			G6PD	protein_coding
ENSG00000103241	2294	FOXF1	TF	FOXF1	protein_coding	FOXF1	protein_coding
		miR-184	miRNA				
ENSG00000108001	253738	EBF3	TF			EBF3	protein_coding
		BCR-ABL	protein_coding				
ENSG00000143556	6278	S100A7	protein_coding	S100A7	protein_coding	S100A7	protein_coding
		miR-30c	miRNA				
		miR-197-3p	miRNA				
ENSG00000149968	4314	MMP3	protein_coding			MMP3	protein_coding
		miR-770-5p	miRNA				
ENSG00000196935	57522	SRGAP1	protein_coding			SRGAP1	protein_coding
ENSG00000151012	23657	SLC7A11	protein_coding			SLC7A11	protein_coding
		miR-488-3p	miRNA				
ENSG00000174243	9416	DDX23	protein_coding			DDX23	protein_coding
ENSG00000137309	3159	HMGA1	TF			HMGA1	protein_coding
		miR-432	miRNA				
		miR-18a	miRNA				
ENSG00000188906	120892	LRRK2	protein_coding			LRRK2	protein_coding
ENSG00000154736	11096	ADAMTS5	protein_coding	ADAMTS5	protein_coding	ADAMTS5	protein_coding
ENSG00000005513	30812	SOX8	TF			SOX8	protein_coding
ENSG00000105221	208	AKT2	protein_coding			AKT2	protein_coding
		let-7c	miRNA				
		miR-455-3p	miRNA				
		miR-27a	miRNA				
		miR-127-5p	miRNA				
ENSG00000266265	136259	KLF14	TF	KLF14	protein_coding	KLF14	protein_coding
		miR-18a-5p	miRNA				
ENSG00000136807	1025	CDK9	protein_coding			CDK9	protein_coding
ENSG00000060491	11054	OGFR	protein_coding			OGFR	protein_coding
ENSG00000158796	9191	DEDD	protein_coding			DEDD	protein_coding
		miR-497-5p	miRNA				
ENSG00000094804	990	CDC6	protein_coding			CDC6	protein_coding
ENSG00000113448	5144	PDE4D	protein_coding			PDE4D	protein_coding
ENSG00000182718	302	ANXA2	protein_coding			ANXA2	protein_coding
ENSG00000173391	4973	OLR1	protein_coding	OLR1	protein_coding	OLR1	protein_coding
ENSG00000155506	23367	LARP1	protein_coding			LARP1	protein_coding
ENSG00000163735	6374	CXCL5	protein_coding	CXCL5	protein_coding	CXCL5	protein_coding
ENSG00000134760	1828	DSG1	protein_coding	DSG1	protein_coding	DSG1	protein_coding
ENSG00000048649	51773	RSF1	protein_coding			RSF1	protein_coding
		miR-142	miRNA				
ENSG00000108846	8714	ABCC3	protein_coding			ABCC3	protein_coding
		miR-329	miRNA				
		miR-758-3p	miRNA				
		miR-125a	miRNA				
		miR-939	miRNA				
ENSG00000136158	10253	SPRY2	protein_coding			SPRY2	protein_coding
ENSG00000147649	92140	MTDH	protein_coding			MTDH	protein_coding
ENSG00000117560	356	FASLG	protein_coding	FASLG	protein_coding	FASLG	protein_coding
ENSG00000160255	3689	ITGB2	protein_coding			ITGB2	protein_coding
ENSG00000170579	9229	DLGAP1	protein_coding			DLGAP1	protein_coding
ENSG00000161011	8878	SQSTM1	protein_coding			SQSTM1	protein_coding
		miR-153	miRNA				
ENSG00000185499	4582	MUC1	protein_coding			MUC1	protein_coding
ENSG00000181163	4869	NPM1	protein_coding			NPM1	protein_coding
ENSG00000137845	102	ADAM10	protein_coding			ADAM10	protein_coding
ENSG00000113594	3977	LIFR	protein_coding			LIFR	protein_coding
		miR-107	miRNA				
ENSG00000157540	1859	DYRK1A	protein_coding			DYRK1A	protein_coding
ENSG00000129173	79733	E2F8	TF			E2F8	protein_coding
		miR-484	miRNA				
ENSG00000131016	9590	AKAP12	protein_coding			AKAP12	protein_coding
ENSG00000030582	2896	GRN	protein_coding			GRN	protein_coding
ENSG00000175130	65108	MARCKSL1	protein_coding	MARCKSL1	protein_coding	MARCKSL1	protein_coding
ENSG00000277443	4082	MARCKS	protein_coding	MARCKS	protein_coding	MARCKS	protein_coding
ENSG00000066382	744	MPPED2	protein_coding			MPPED2	protein_coding
ENSG00000124486	8239	USP9X	protein_coding			USP9X	protein_coding
ENSG00000145506	85409	NKD2	protein_coding			NKD2	protein_coding
ENSG00000177666	57104	PNPLA2	protein_coding			PNPLA2	protein_coding
		miR-20b	miRNA				
		miR-190a-5p	miRNA				
		miR-942	miRNA				
ENSG00000139618	675	BRCA2	protein_coding			BRCA2	protein_coding
ENSG00000127616	6597	SMARCA4	protein_coding			SMARCA4	protein_coding
ENSG00000117569	58155	PTBP2	protein_coding			PTBP2	protein_coding
ENSG00000120708	7045	TGFBI	protein_coding			TGFBI	protein_coding
ENSG00000101230	140862	ISM1	protein_coding	ISM1	protein_coding	ISM1	protein_coding
ENSG00000183166	83698	CALN1	protein_coding			CALN1	protein_coding
ENSG00000115596	7475	WNT6	protein_coding	WNT6	protein_coding	WNT6	protein_coding
ENSG00000178691	23512	SUZ12	protein_coding			SUZ12	protein_coding
ENSG00000132819	55544	RBM38	protein_coding			RBM38	protein_coding
ENSG00000121858	8743	TNFSF10	protein_coding			TNFSF10	protein_coding
		miR-200	miRNA				
ENSG00000067082	1316	KLF6	TF			KLF6	protein_coding
ENSG00000112541	90632	LINC00473	lncRNA			PDE10A	protein_coding
ENSG00000162892	11009	IL24	protein_coding			IL24	protein_coding
		miR-194	miRNA				
ENSG00000117632	3925	STMN1	protein_coding			STMN1	protein_coding
ENSG00000144566	5868	RAB5A	protein_coding			RAB5A	protein_coding
ENSG00000130734	84971	ATG4D	protein_coding			ATG4D	protein_coding
ENSG00000196126	3123	HLA-DRB1	protein_coding			HLA-DRB1	protein_coding
ENSG00000145675	5295	PIK3R1	protein_coding			PIK3R1	protein_coding
ENSG00000169375	25942	SIN3A	protein_coding			SIN3A	protein_coding
ENSG00000107485	2625	GATA3	TF			GATA3	protein_coding
		miR-155	miRNA				
ENSG00000134333	3939	LDHA	protein_coding			LDHA	protein_coding
ENSG00000155090	7071	KLF10	TF			KLF10	protein_coding
		miR-204-5p	miRNA				
ENSG00000144485	55502	HES6	TF			HES6	protein_coding
		miR-193b	miRNA				
ENSG00000197635	1803	DPP4	protein_coding			DPP4	protein_coding
ENSG00000061273	51564	HDAC7	protein_coding			HDAC7	protein_coding
ENSG00000145604	6502	SKP2	protein_coding			SKP2	protein_coding
ENSG00000111704	79923	NANOG	TF			NANOG	protein_coding
ENSG00000177885	2885	GRB2	protein_coding			GRB2	protein_coding
ENSG00000164362	7015	TERT	protein_coding			TERT	protein_coding
ENSG00000125538	3553	IL1B	protein_coding			IL1B	protein_coding
ENSG00000107443	54619	CCNJ	protein_coding			CCNJ	protein_coding
		miR-205	miRNA				
ENSG00000181555	29072	SETD2	protein_coding			SETD2	protein_coding
ENSG00000106772	158471	PRUNE2	protein_coding			PRUNE2	protein_coding
ENSG00000162599	4774	NFIA	TF			NFIA	protein_coding
ENSG00000118777	9429	ABCG2	protein_coding			ABCG2	protein_coding
ENSG00000167085	5245	PHB	protein_coding			PHB1	protein_coding
ENSG00000175104	7189	TRAF6	protein_coding			TRAF6	protein_coding
		miR-136	miRNA				
ENSG00000136238	5879	RAC1	protein_coding			RAC1	protein_coding
ENSG00000204305	177	AGER	protein_coding			AGER	protein_coding
ENSG00000002834	3927	LASP1	protein_coding			LASP1	protein_coding
ENSG00000187678	81848	SPRY4	protein_coding			SPRY4	protein_coding
ENSG00000176890	7298	TYMS	protein_coding			TYMS	protein_coding
ENSG00000133740	1875	E2F5	TF			E2F5	protein_coding
ENSG00000123374	1017	CDK2	protein_coding			CDK2	protein_coding
ENSG00000111640	2597	GAPDH	protein_coding			GAPDH	protein_coding
ENSG00000258102	643246	MAP1LC3B2	protein_coding	MAP1LC3B2	protein_coding	MAP1LC3B2	protein_coding
ENSG00000113648	9555	H2AFY	protein_coding			MACROH2A1	protein_coding
ENSG00000123836	5208	PFKFB2	protein_coding			PFKFB2	protein_coding
ENSG00000136826	9314	KLF4	TF			KLF4	protein_coding
ENSG00000135341	6885	MAP3K7	protein_coding			MAP3K7	protein_coding
ENSG00000100721	8115	TCL1A	protein_coding			TCL1A	protein_coding
ENSG00000173267	6623	SNCG	protein_coding			SNCG	protein_coding
ENSG00000172062	6606	SMN1	protein_coding			SMN1	protein_coding
		miR-22	miRNA				
ENSG00000157827	114793	FMNL2	protein_coding			FMNL2	protein_coding
ENSG00000119922	3433	IFIT2	protein_coding			IFIT2	protein_coding
		miR-410	miRNA				
ENSG00000179242	1002	CDH4	protein_coding			CDH4	protein_coding
ENSG00000112902	9037	SEMA5A	protein_coding			SEMA5A	protein_coding
ENSG00000149480	9219	MTA2	TF	MTA2	protein_coding	MTA2	protein_coding
ENSG00000132964	1024	CDK8	protein_coding			CDK8	protein_coding
ENSG00000143494	79805	VASH2	protein_coding			VASH2	protein_coding
ENSG00000132604	7014	TERF2	TF			TERF2	protein_coding
		miR-374a	miRNA				
ENSG00000073111	4171	MCM2	protein_coding			MCM2	protein_coding
ENSG00000137193	5292	PIM1	protein_coding			PIM1	protein_coding
ENSG00000162552	54361	WNT4	protein_coding			WNT4	protein_coding
ENSG00000124193	6431	SRSF6	protein_coding			SRSF6	protein_coding
ENSG00000007062	8842	PROM1	protein_coding			PROM1	protein_coding
ENSG00000137166	116113	FOXP4	TF			FOXP4	protein_coding
ENSG00000074047	2736	GLI2	TF			GLI2	protein_coding
		miR-326	miRNA				
ENSG00000157227	4323	MMP14	protein_coding			MMP14	protein_coding
ENSG00000171735	23261	CAMTA1	TF			CAMTA1	protein_coding
ENSG00000213281	4893	NRAS	protein_coding	NRAS	protein_coding	NRAS	protein_coding
ENSG00000224073	112441427	GCASPC	lncRNA				
ENSG00000135480	3855	KRT7	protein_coding			KRT7	protein_coding
ENSG00000160691	6464	SHC1	protein_coding			SHC1	protein_coding
	100169750	PRINS	lncRNA				
ENSG00000183742	346389	MACC1	protein_coding			MACC1	protein_coding
ENSG00000178919	2304	FOXE1	TF	FOXE1	protein_coding	FOXE1	protein_coding
ENSG00000173327	4296	MAP3K11	protein_coding	MAP3K11	protein_coding	MAP3K11	protein_coding
ENSG00000182541	3985	LIMK2	protein_coding			LIMK2	protein_coding
ENSG00000107262	573	BAG1	protein_coding			BAG1	protein_coding
ENSG00000110395	867	CBL	protein_coding	CBL	protein_coding	CBL	protein_coding
ENSG00000213465	402	ARL2	protein_coding	ARL2	protein_coding	ARL2	protein_coding
		miR-186-5p	miRNA				
ENSG00000175029	1488	CTBP2	protein_coding			CTBP2	protein_coding
		miR-663b	miRNA				
ENSG00000124214	6780	STAU1	protein_coding			STAU1	protein_coding
ENSG00000198788	4583	MUC2	protein_coding			MUC2	protein_coding
ENSG00000089220	5037	PEBP1	protein_coding	PEBP1	protein_coding	PEBP1	protein_coding
ENSG00000176692	2303	FOXC2	TF	FOXC2	protein_coding	FOXC2	protein_coding
ENSG00000120889	8795	TNFRSF10B	protein_coding			TNFRSF10B	protein_coding
ENSG00000073712	10979	FERMT2	protein_coding			FERMT2	protein_coding
ENSG00000008256	9265	CYTH3	protein_coding			CYTH3	protein_coding
ENSG00000139436	9815	GIT2	protein_coding			GIT2	protein_coding
ENSG00000214753	221092	HNRNPUL2	protein_coding	HNRNPUL2	protein_coding	HNRNPUL2	protein_coding
		miR-23b	miRNA				
		miR-335	miRNA				
ENSG00000101439	1471	CST3	protein_coding	CST3	protein_coding	CST3	protein_coding
		miR-372	miRNA				
ENSG00000134058	1022	CDK7	protein_coding			CDK7	protein_coding
ENSG00000122877	1959	EGR2	TF			EGR2	protein_coding
ENSG00000074181	4854	NOTCH3	protein_coding	NOTCH3	protein_coding	NOTCH3	protein_coding
		miR-1254	miRNA				
ENSG00000064692	9627	SNCAIP	protein_coding			SNCAIP	protein_coding
ENSG00000147050	7403	KDM6A	protein_coding			KDM6A	protein_coding
		miR-495	miRNA				
ENSG00000204632	3135	HLA-G	protein_coding			HLA-G	protein_coding
ENSG00000124209	57403	RAB22A	protein_coding	RAB22A	protein_coding	RAB22A	protein_coding
ENSG00000044574	3309	HSPA5	protein_coding	HSPA5	protein_coding	HSPA5	protein_coding
ENSG00000149187	10658	CELF1	protein_coding			CELF1	protein_coding
ENSG00000139318	1848	DUSP6	protein_coding	DUSP6	protein_coding	DUSP6	protein_coding
ENSG00000134627	143689	PIWIL4	protein_coding			PIWIL4	protein_coding
ENSG00000116106	2043	EPHA4	protein_coding			EPHA4	protein_coding
ENSG00000176105	7525	YES1	protein_coding			YES1	protein_coding
ENSG00000104067	7082	TJP1	protein_coding			TJP1	protein_coding
ENSG00000123342	4327	MMP19	protein_coding			MMP19	protein_coding
ENSG00000154734	9510	ADAMTS1	protein_coding			ADAMTS1	protein_coding
ENSG00000104490	83988	NCALD	protein_coding			NCALD	protein_coding
ENSG00000107201	23586	DDX58	protein_coding			RIGI	protein_coding
ENSG00000164039	56898	BDH2	protein_coding			BDH2	protein_coding
ENSG00000128340	5880	RAC2	protein_coding			RAC2	protein_coding
ENSG00000186318	23621	BACE1	protein_coding			BACE1	protein_coding
ENSG00000108561	708	C1QBP	protein_coding	C1QBP	protein_coding	C1QBP	protein_coding
ENSG00000164283	11082	ESM1	protein_coding			ESM1	protein_coding
ENSG00000106144	835	CASP2	protein_coding			CASP2	protein_coding
ENSG00000127914	10142	AKAP9	protein_coding			AKAP9	protein_coding
ENSG00000174136	285704	RGMB	protein_coding			RGMB	protein_coding
ENSG00000135486	3178	HNRNPA1	protein_coding			HNRNPA1	protein_coding
ENSG00000126016	154796	AMOT	protein_coding			AMOT	protein_coding
ENSG00000117139	10765	KDM5B	TF			KDM5B	protein_coding
ENSG00000117461	8503	PIK3R3	protein_coding			PIK3R3	protein_coding
ENSG00000091879	285	ANGPT2	protein_coding			ANGPT2	protein_coding
ENSG00000123080	1031	CDKN2C	protein_coding			CDKN2C	protein_coding
ENSG00000129351	3609	ILF3	protein_coding			ILF3	protein_coding
ENSG00000169032	5604	MAP2K1	protein_coding			MAP2K1	protein_coding
ENSG00000112062	1432	MAPK14	protein_coding			MAPK14	protein_coding
ENSG00000196371	2526	FUT4	protein_coding	FUT4	protein_coding	FUT4	protein_coding
ENSG00000101349	57144	PAK5	protein_coding			PAK5	protein_coding
ENSG00000113578	2246	FGF1	protein_coding			FGF1	protein_coding
ENSG00000025156	3298	HSF2	protein_coding			HSF2	protein_coding
ENSG00000171940	7764	ZNF217	TF			ZNF217	protein_coding
ENSG00000280303	104355217	ERICD	lncRNA	ERICD	lncRNA	ERICD	lncRNA
		miR-211	miRNA				
ENSG00000068028	11186	RASSF1	protein_coding			RASSF1	protein_coding
ENSG00000269858	112398	EGLN2	protein_coding	EGLN2	protein_coding	EGLN2	protein_coding
		miR-125b-1	miRNA				
ENSG00000073756	5743	PTGS2	protein_coding			PTGS2	protein_coding
ENSG00000165409	7253	TSHR	protein_coding			TSHR	protein_coding
ENSG00000180447	2619	GAS1	protein_coding	GAS1	protein_coding	GAS1	protein_coding
ENSG00000173846	1263	PLK3	protein_coding			PLK3	protein_coding
ENSG00000175197	1649	DDIT3	TF			DDIT3	protein_coding
ENSG00000178999	9212	AURKB	protein_coding			AURKB	protein_coding
ENSG00000167513	81620	CDT1	protein_coding	CDT1	protein_coding	CDT1	protein_coding
ENSG00000185129	5813	PURA	protein_coding	PURA	protein_coding	PURA	protein_coding
		PI4P	protein_coding				
ENSG00000065361	2065	ERBB3	protein_coding			ERBB3	protein_coding
ENSG00000158402	995	CDC25C	protein_coding			CDC25C	protein_coding
ENSG00000002330	572	BAD	protein_coding			BAD	protein_coding
ENSG00000088992	54997	TESC	protein_coding			TESC	protein_coding
ENSG00000156103	4325	MMP16	protein_coding			MMP16	protein_coding
ENSG00000064012	841	CASP8	protein_coding			CASP8	protein_coding
ENSG00000168040	8772	FADD	protein_coding	FADD	protein_coding	FADD	protein_coding
		miR-218-5p	miRNA				
ENSG00000086504	10573	MRPL28	protein_coding			MRPL28	protein_coding
ENSG00000104825	4793	NFKBIB	protein_coding			NFKBIB	protein_coding
ENSG00000125378	652	BMP4	protein_coding			BMP4	protein_coding
ENSG00000183779	80139	ZNF703	protein_coding	ZNF703	protein_coding	ZNF703	protein_coding
ENSG00000134852	9575	CLOCK	TF			CLOCK	protein_coding
ENSG00000186951	5465	PPARA	TF			PPARA	protein_coding
ENSG00000151726	2180	ACSL1	protein_coding			ACSL1	protein_coding
ENSG00000104671	10671	DCTN6	protein_coding	DCTN6	protein_coding	DCTN6	protein_coding
ENSG00000137337	9656	MDC1	protein_coding			MDC1	protein_coding
ENSG00000171345	3880	KRT19	protein_coding			KRT19	protein_coding
		miR-3667-3p	miRNA				
ENSG00000105173	898	CCNE1	protein_coding			CCNE1	protein_coding
ENSG00000165527	382	ARF6	protein_coding	ARF6	protein_coding	ARF6	protein_coding
ENSG00000168056	4054	LTBP3	protein_coding			LTBP3	protein_coding
		miR-300	miRNA				
ENSG00000124422	23326	USP22	protein_coding			USP22	protein_coding
ENSG00000143878	388	RHOB	protein_coding			RHOB	protein_coding
		miR-451a	miRNA				
ENSG00000179776	1003	CDH5	protein_coding			CDH5	protein_coding
ENSG00000169398	5747	PTK2	protein_coding			PTK2	protein_coding
ENSG00000089159	5829	PXN	protein_coding			PXN	protein_coding
ENSG00000101384	182	JAG1	protein_coding			JAG1	protein_coding
ENSG00000070018	4040	LRP6	protein_coding	LRP6	protein_coding	LRP6	protein_coding
		miR-454-3p	miRNA				
ENSG00000132510	23135	KDM6B	protein_coding			KDM6B	protein_coding
ENSG00000113209	26167	PCDHB5	protein_coding	PCDHB5	protein_coding	PCDHB5	protein_coding
ENSG00000168685		lnc-IL7R	lncRNA			IL7R	protein_coding
		AK055347	lncRNA				
ENSG00000136634	3586	IL10	protein_coding	IL10	protein_coding	IL10	protein_coding
ENSG00000107796	59	ACTA2	protein_coding			ACTA2	protein_coding
		miR-675-5p	miRNA				
		miR-126-3p	miRNA				
ENSG00000105647	5296	PIK3R2	protein_coding			PIK3R2	protein_coding
ENSG00000196611	4312	MMP1	protein_coding	MMP1	protein_coding	MMP1	protein_coding
ENSG00000108379	7473	WNT3	protein_coding			WNT3	protein_coding
ENSG00000111186	81029	WNT5B	protein_coding			WNT5B	protein_coding
ENSG00000141682	5366	PMAIP1	protein_coding			PMAIP1	protein_coding
		miR-384	miRNA				
ENSG00000106211	3315	HSPB1	protein_coding			HSPB1	protein_coding
ENSG00000174953	170506	DHX36	protein_coding			DHX36	protein_coding
ENSG00000284930		lncRNA-numb	lncRNA	ENSG00000284930	lncRNA		lncRNA
ENSG00000140575	8826	IQGAP1	protein_coding			IQGAP1	protein_coding
ENSG00000178568	2066	ERBB4	protein_coding			ERBB4	protein_coding
ENSG00000158019	9577	BABAM2	protein_coding			BABAM2	protein_coding
ENSG00000145386	890	CCNA2	protein_coding			CCNA2	protein_coding
		miR-27b-3p	miRNA				
ENSG00000114867	1981	EIF4G1	protein_coding			EIF4G1	protein_coding
ENSG00000137673	4316	MMP7	protein_coding	MMP7	protein_coding	MMP7	protein_coding
		miR-9-5p	miRNA				
ENSG00000172889	51162	EGFL7	protein_coding			EGFL7	protein_coding
ENSG00000225190	9842	PLEKHM1	protein_coding			PLEKHM1	protein_coding
ENSG00000105220	2821	GPI	protein_coding			GPI	protein_coding
ENSG00000138668	3184	HNRNPD	protein_coding			HNRNPD	protein_coding
		AK056155	lncRNA				
ENSG00000107984	22943	DKK1	protein_coding			DKK1	protein_coding
ENSG00000152092	460	ASTN1	protein_coding			ASTN1	protein_coding
ENSG00000204970	56147	PCDHA1	protein_coding			PCDHA1	protein_coding
ENSG00000182667	50863	NTM	protein_coding			NTM	protein_coding
ENSG00000120899	2185	PTK2B	protein_coding			PTK2B	protein_coding
ENSG00000105483	22900	CARD8	protein_coding			CARD8	protein_coding
		miR-506-3p	miRNA				
ENSG00000115825	23683	PRKD3	protein_coding			PRKD3	protein_coding
ENSG00000176170	8877	SPHK1	protein_coding			SPHK1	protein_coding
ENSG00000135423	27165	GLS2	protein_coding			GLS2	protein_coding
		BX647187	lncRNA				
ENSG00000172115	54205	CYCS	protein_coding	CYCS	protein_coding	CYCS	protein_coding
ENSG00000284934	56616	DIABLO	protein_coding	ENSG00000284934	protein_coding		protein_coding
ENSG00000236663		FRGCA	lncRNA	FRGCA	lncRNA	FRGCA	lncRNA
		AF339813	lncRNA				
ENSG00000270132	8840	CCN4	protein_coding				
		miR-99a-5p	miRNA				
		miR-449a	miRNA				
ENSG00000134531	2012	EMP1	protein_coding			EMP1	protein_coding
ENSG00000102755	2321	FLT1	protein_coding			FLT1	protein_coding
ENSG00000176720	666	BOK	protein_coding	BOK	protein_coding	BOK	protein_coding
ENSG00000030110	578	BAK1	protein_coding			BAK1	protein_coding
ENSG00000021826	1373	CPS1	protein_coding			CPS1	protein_coding
ENSG00000160200	875	CBS	protein_coding			CBS	protein_coding
ENSG00000006377	1750	DLX6	TF			DLX6	protein_coding
ENSG00000135506	10956	OS9	protein_coding			OS9	protein_coding
ENSG00000026508	960	CD44	protein_coding			CD44	protein_coding
ENSG00000115414	2335	FN1	protein_coding			FN1	protein_coding
		miR-20a-5p	miRNA				
ENSG00000159692	1487	CTBP1	protein_coding			CTBP1	protein_coding
		miR-15a-5p	miRNA				
		miR-16-1-3p	miRNA				
	26799	SNORD50A	snoRNA				
ENSG00000167325	6240	RRM1	protein_coding			RRM1	protein_coding
ENSG00000105388	1048	CEACAM5	protein_coding			CEACAM5	protein_coding
ENSG00000163877	79753	SNIP1	protein_coding			SNIP1	protein_coding
ENSG00000204569	5514	PPP1R10	protein_coding			PPP1R10	protein_coding
ENSG00000118513	4602	MYB	TF			MYB	protein_coding
ENSG00000074266	8726	EED	protein_coding			EED	protein_coding
ENSG00000154721	58494	JAM2	protein_coding			JAM2	protein_coding
ENSG00000143322	27	ABL2	protein_coding			ABL2	protein_coding
ENSG00000196878	3914	LAMB3	protein_coding			LAMB3	protein_coding
ENSG00000058085	3918	LAMC2	protein_coding			LAMC2	protein_coding
ENSG00000128710	3236	HOXD10	TF	HOXD10	protein_coding	HOXD10	protein_coding
	23574	PRG1	TF				
ENSG00000082175	5241	PGR	TF			PGR	protein_coding
ENSG00000146904	2041	EPHA1	protein_coding	EPHA1	protein_coding	EPHA1	protein_coding
ENSG00000081913	23239	PHLPP1	protein_coding			PHLPP1	protein_coding
ENSG00000004487	23028	KDM1A	protein_coding			KDM1A	protein_coding
ENSG00000151247	1977	EIF4E	protein_coding			EIF4E	protein_coding
ENSG00000133101	8900	CCNA1	protein_coding			CCNA1	protein_coding
ENSG00000150527	4253	MIA2	protein_coding			MIA2	protein_coding
ENSG00000169855	6091	ROBO1	protein_coding			ROBO1	protein_coding
ENSG00000183098	10082	GPC6	protein_coding			GPC6	protein_coding
ENSG00000117114	23266	ADGRL2	protein_coding			ADGRL2	protein_coding
ENSG00000163814	64866	CDCP1	protein_coding	CDCP1	protein_coding	CDCP1	protein_coding
ENSG00000165029	19	ABCA1	protein_coding			ABCA1	protein_coding
ENSG00000184845	1812	DRD1	protein_coding	DRD1	protein_coding	DRD1	protein_coding
ENSG00000142156	1291	COL6A1	protein_coding			COL6A1	protein_coding
ENSG00000159167	6781	STC1	protein_coding			STC1	protein_coding
ENSG00000076706	4162	MCAM	protein_coding			MCAM	protein_coding
ENSG00000171132	5581	PRKCE	protein_coding			PRKCE	protein_coding
ENSG00000183087	2621	GAS6	protein_coding			GAS6	protein_coding
ENSG00000118526	6943	TCF21	TF	TCF21	protein_coding	TCF21	protein_coding
		miR-130a	miRNA				
ENSG00000181929	5571	PRKAG1	protein_coding			PRKAG1	protein_coding
ENSG00000162409	5563	PRKAA2	protein_coding			PRKAA2	protein_coding
ENSG00000111725	5564	PRKAB1	protein_coding			PRKAB1	protein_coding
ENSG00000118046	6794	STK11	protein_coding			STK11	protein_coding
ENSG00000147140	4841	NONO	protein_coding			NONO	protein_coding
ENSG00000164687	2171	FABP5	protein_coding			FABP5	protein_coding
ENSG00000142082	23410	SIRT3	protein_coding			SIRT3	protein_coding
ENSG00000148672	2746	GLUD1	protein_coding			GLUD1	protein_coding
ENSG00000171634	2186	BPTF	protein_coding			BPTF	protein_coding
ENSG00000166670	4319	MMP10	protein_coding			MMP10	protein_coding
ENSG00000087128	28983	TMPRSS11E	protein_coding			TMPRSS11E	protein_coding
ENSG00000170515	5036	PA2G4	protein_coding			PA2G4	protein_coding
ENSG00000185420	64754	SMYD3	protein_coding			SMYD3	protein_coding
ENSG00000196363	11091	WDR5	protein_coding			WDR5	protein_coding
ENSG00000187079	7003	TEAD1	TF			TEAD1	protein_coding
ENSG00000165731	5979	RET	protein_coding			RET	protein_coding
		miR-134	miRNA				
		miR-1297	miRNA				
		let-7	miRNA				
ENSG00000136231	10643	IGF2BP3	protein_coding			IGF2BP3	protein_coding
ENSG00000100307	23492	CBX7	protein_coding			CBX7	protein_coding
ENSG00000100697	23405	DICER1	protein_coding			DICER1	protein_coding
ENSG00000177971	55272	IMP3	protein_coding	IMP3	protein_coding	IMP3	protein_coding
ENSG00000121390	55269	PSPC1	protein_coding			PSPC1	protein_coding
		miR-34c	miRNA				
ENSG00000181019	1728	NQO1	protein_coding			NQO1	protein_coding
ENSG00000104687	2936	GSR	protein_coding			GSR	protein_coding
ENSG00000001084	2729	GCLC	protein_coding			GCLC	protein_coding
ENSG00000023909	2730	GCLM	protein_coding			GCLM	protein_coding
ENSG00000084207	2950	GSTP1	protein_coding			GSTP1	protein_coding
ENSG00000204381	143903	LAYN	protein_coding			LAYN	protein_coding
ENSG00000072571	3161	HMMR	protein_coding			HMMR	protein_coding
ENSG00000155850	1836	SLC26A2	protein_coding	SLC26A2	protein_coding	SLC26A2	protein_coding
ENSG00000115484	10575	CCT4	protein_coding			CCT4	protein_coding
ENSG00000119314	9991	PTBP3	protein_coding			PTBP3	protein_coding
ENSG00000164932	115908	CTHRC1	protein_coding			CTHRC1	protein_coding
ENSG00000022267	2273	FHL1	protein_coding			FHL1	protein_coding
ENSG00000132470	3691	ITGB4	protein_coding			ITGB4	protein_coding
		miR-375	miRNA				
ENSG00000158941	57805	CCAR2	protein_coding			CCAR2	protein_coding
ENSG00000164749	3174	HNF4G	TF			HNF4G	protein_coding
ENSG00000116001	7072	TIA1	protein_coding			TIA1	protein_coding
ENSG00000134318	9475	ROCK2	protein_coding			ROCK2	protein_coding
		miR-29a	miRNA				
ENSG00000119969	3070	HELLS	protein_coding			HELLS	protein_coding
ENSG00000165462	401	PHOX2A	TF	PHOX2A	protein_coding	PHOX2A	protein_coding
ENSG00000104365	3551	IKBKB	protein_coding			IKBKB	protein_coding
ENSG00000269335	8517	IKBKG	protein_coding	IKBKG	protein_coding	IKBKG	protein_coding
		PRC2	protein_coding				
		miR-545	miRNA				
ENSG00000154978	81552	VOPP1	protein_coding			VOPP1	protein_coding
ENSG00000115232	3676	ITGA4	protein_coding			ITGA4	protein_coding
ENSG00000140678	3687	ITGAX	protein_coding			ITGAX	protein_coding
ENSG00000152192	5457	POU4F1	TF	POU4F1	protein_coding	POU4F1	protein_coding
